2024-06-04T07:07:09+00:00 CRITICAL syntax error, unexpected variable "$attachment_id" CONTEXT: {"error":{"type":4,"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\themes\\chicdressing\\functions.php","line":6},"backtrace":[{"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\plugins\\woocommerce\\includes\\class-woocommerce.php","line":347,"function":"critical","class":"WC_Logger","type":"->"},{"function":"log_errors","class":"WooCommerce","type":"->"}]}
2024-06-04T07:07:35+00:00 CRITICAL syntax error, unexpected variable "$attachment_id" CONTEXT: {"error":{"type":4,"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\themes\\chicdressing\\functions.php","line":6},"backtrace":[{"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\plugins\\woocommerce\\includes\\class-woocommerce.php","line":347,"function":"critical","class":"WC_Logger","type":"->"},{"function":"log_errors","class":"WooCommerce","type":"->"}]}
2024-06-04T07:08:07+00:00 CRITICAL syntax error, unexpected variable "$attachment_id", expecting ")" CONTEXT: {"error":{"type":4,"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\themes\\chicdressing\\functions.php","line":6},"backtrace":[{"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\plugins\\woocommerce\\includes\\class-woocommerce.php","line":347,"function":"critical","class":"WC_Logger","type":"->"},{"function":"log_errors","class":"WooCommerce","type":"->"}]}
2024-06-04T07:09:02+00:00 CRITICAL syntax error, unexpected variable "$image_url", expecting ")" CONTEXT: {"error":{"type":4,"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\themes\\chicdressing\\functions.php","line":6},"backtrace":[{"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\plugins\\woocommerce\\includes\\class-woocommerce.php","line":347,"function":"critical","class":"WC_Logger","type":"->"},{"function":"log_errors","class":"WooCommerce","type":"->"}]}
2024-06-04T07:09:21+00:00 CRITICAL syntax error, unexpected variable "$attachment_id", expecting ")" CONTEXT: {"error":{"type":4,"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\themes\\chicdressing\\functions.php","line":6},"backtrace":[{"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\plugins\\woocommerce\\includes\\class-woocommerce.php","line":347,"function":"critical","class":"WC_Logger","type":"->"},{"function":"log_errors","class":"WooCommerce","type":"->"}]}
2024-06-04T07:10:02+00:00 CRITICAL syntax error, unexpected variable "$attachment_id", expecting ")" CONTEXT: {"error":{"type":4,"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\themes\\chicdressing\\functions.php","line":6},"backtrace":[{"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\plugins\\woocommerce\\includes\\class-woocommerce.php","line":347,"function":"critical","class":"WC_Logger","type":"->"},{"function":"log_errors","class":"WooCommerce","type":"->"}]}
2024-06-04T07:10:14+00:00 CRITICAL syntax error, unexpected variable "$repeater_item", expecting ")" CONTEXT: {"error":{"type":4,"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\themes\\chicdressing\\functions.php","line":6},"backtrace":[{"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\plugins\\woocommerce\\includes\\class-woocommerce.php","line":347,"function":"critical","class":"WC_Logger","type":"->"},{"function":"log_errors","class":"WooCommerce","type":"->"}]}
2024-06-04T07:11:58+00:00 CRITICAL syntax error, unexpected variable "$image_url", expecting ")" CONTEXT: {"error":{"type":4,"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\themes\\chicdressing\\functions.php","line":6},"backtrace":[{"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\plugins\\woocommerce\\includes\\class-woocommerce.php","line":347,"function":"critical","class":"WC_Logger","type":"->"},{"function":"log_errors","class":"WooCommerce","type":"->"}]}
2024-06-04T07:12:03+00:00 CRITICAL syntax error, unexpected variable "$image_url", expecting ")" CONTEXT: {"error":{"type":4,"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\themes\\chicdressing\\functions.php","line":6},"backtrace":[{"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\plugins\\woocommerce\\includes\\class-woocommerce.php","line":347,"function":"critical","class":"WC_Logger","type":"->"},{"function":"log_errors","class":"WooCommerce","type":"->"}]}
2024-06-04T07:31:51+00:00 CRITICAL syntax error, unexpected variable "$attachment_id", expecting ")" CONTEXT: {"error":{"type":4,"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\themes\\chicdressing\\functions.php","line":21},"backtrace":[{"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\plugins\\woocommerce\\includes\\class-woocommerce.php","line":347,"function":"critical","class":"WC_Logger","type":"->"},{"function":"log_errors","class":"WooCommerce","type":"->"}]}
2024-06-04T07:31:53+00:00 CRITICAL syntax error, unexpected variable "$attachment_id", expecting ")" CONTEXT: {"error":{"type":4,"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\themes\\chicdressing\\functions.php","line":21},"backtrace":[{"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\plugins\\woocommerce\\includes\\class-woocommerce.php","line":347,"function":"critical","class":"WC_Logger","type":"->"},{"function":"log_errors","class":"WooCommerce","type":"->"}]}
2024-06-04T07:33:54+00:00 CRITICAL syntax error, unexpected variable "$attachment_id", expecting ")" CONTEXT: {"error":{"type":4,"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\themes\\chicdressing\\functions.php","line":21},"backtrace":[{"file":"D:\\xampp\\htdocs\\tests\\chicdressing\\wp-content\\plugins\\woocommerce\\includes\\class-woocommerce.php","line":347,"function":"critical","class":"WC_Logger","type":"->"},{"function":"log_errors","class":"WooCommerce","type":"->"}]}
